lhs_model,lhs_null,lhs_saturated
9984.045350994973,9982.020655792614,9994.31091505289
9984.048403936235,9982.020655792614,9994.31091505289
9988.112210177991,9990.005956763052,9996.839397251606
9985.229081289377,9984.016233063769,9994.94303560257
9986.248570846074,9986.012209655484,9995.575156152248
9989.182160986587,9992.004323332454,9997.471517801285
9988.167574204039,9990.005956763052,9996.839397251606
9987.146988647482,9988.008585617179,9996.207276701927
9984.25451828615,9982.020655792614,9994.31091505289
9985.044427208952,9984.016233063769,9994.94303560257
9987.251574218812,9988.008585617179,9996.207276701927
9986.198296747549,9986.012209655484,9995.575156152248
9984.05520962266,9982.020655792614,9994.31091505289
9983.047715018532,9980.024882324506,9993.678794503212
9987.292822079733,9988.008585617179,9996.207276701927
9985.135868275072,9984.016233063769,9994.94303560257
9988.150374846766,9990.005956763052,9996.839397251606
9988.199915610545,9990.005956763052,9996.839397251606
9985.984598996256,9986.012209655484,9995.575156152248
9985.066821457003,9984.016233063769,9994.94303560257
9984.086406825809,9982.020655792614,9994.31091505289
9982.272897004907,9978.030103561818,9993.046673953533
9986.139752784326,9986.012209655484,9995.575156152248
9986.124075513711,9986.012209655484,9995.575156152248
9983.106104791283,9980.024882324506,9993.678794503212
9988.180982756254,9990.005956763052,9996.839397251606
9987.134642986028,9988.008585617179,9996.207276701927
9986.171249113511,9986.012209655484,9995.575156152248
9986.129045834241,9986.012209655484,9995.575156152248
9984.052479124453,9982.020655792614,9994.31091505289
9988.179765748675,9990.005956763052,9996.839397251606
9986.994271569885,9988.008585617179,9996.207276701927
9984.183737481042,9982.020655792614,9994.31091505289
9987.262663823436,9988.008585617179,9996.207276701927
9985.160694548336,9984.016233063769,9994.94303560257
9984.26536667056,9982.020655792614,9994.31091505289
9984.069229013869,9982.020655792614,9994.31091505289
9986.215535940806,9986.012209655484,9995.575156152248
9990.04645409598,9994.002493826643,9998.103638350964
9989.015378160635,9992.004323332454,9997.471517801285
9985.123204597745,9984.016233063769,9994.94303560257
9988.226418584818,9990.005956763052,9996.839397251606
9987.062866243476,9988.008585617179,9996.207276701927
9986.155742261242,9985.013835001222,9995.48937150836
9984.128790345712,9982.020655792614,9994.31091505289
9983.070740773313,9980.024882324506,9993.678794503212
9986.15095196478,9986.012209655484,9995.575156152248
9986.11202260539,9986.012209655484,9995.575156152248
9990.310603525722,9994.002493826643,9998.103638350964
9986.120753300376,9986.012209655484,9995.575156152248
9989.163000882836,9992.004323332454,9997.471517801285
9983.175426810485,9980.024882324506,9993.678794503212
9986.090949539484,9986.012209655484,9995.575156152248
9986.180157029405,9986.012209655484,9995.575156152248
9987.991711340204,9990.005956763052,9996.839397251606
9987.15347466804,9988.008585617179,9996.207276701927
9988.221358341398,9990.005956763052,9996.839397251606
9987.916644577497,9990.005956763052,9996.839397251606
9984.046161283957,9982.020655792614,9994.31091505289
9984.169279658476,9982.020655792614,9994.31091505289
9985.191275338686,9984.016233063769,9994.94303560257
9987.256263584364,9988.008585617179,9996.207276701927
9985.124637531144,9984.016233063769,9994.94303560257
9986.166018299322,9986.012209655484,9995.575156152248
9988.17461287952,9990.005956763052,9996.839397251606
9986.193319336977,9986.012209655484,9995.575156152248
9982.992268836017,9980.024882324506,9993.678794503212
9985.2764208226,9984.016233063769,9994.94303560257
9985.1977007424,9984.016233063769,9994.94303560257
9986.063313950202,9986.012209655484,9995.575156152248
9987.11494779837,9988.008585617179,9996.207276701927
9987.119202119633,9988.008585617179,9996.207276701927
9984.18592413541,9982.020655792614,9994.31091505289
9988.20542822979,9990.005956763052,9996.839397251606
9985.184788730101,9984.016233063769,9994.94303560257
9984.170900146244,9982.020655792614,9994.31091505289
9984.139863403136,9982.020655792614,9994.31091505289
9986.170831598272,9986.012209655484,9995.575156152248
9988.093495717098,9990.005956763052,9996.839397251606
9985.02196581443,9984.016233063769,9994.94303560257
9986.156253501773,9986.012209655484,9995.575156152248
9989.06192612031,9992.004323332454,9997.471517801285
9988.08321949304,9990.005956763052,9996.839397251606
9985.05139477196,9984.016233063769,9994.94303560257
9987.159606259665,9988.008585617179,9996.207276701927
9987.119901816724,9988.008585617179,9996.207276701927
9984.065694022378,9982.020655792614,9994.31091505289
9986.118698223552,9986.012209655484,9995.575156152248
9985.123664410188,9984.016233063769,9994.94303560257
9985.169783922582,9984.016233063769,9994.94303560257
9992.128102446906,9998.000034077246,9999.367879450321
9985.166484702888,9984.016233063769,9994.94303560257
9985.936265555327,9986.012209655484,9995.575156152248
9987.027667699964,9988.008585617179,9996.207276701927
9985.092867076746,9984.016233063769,9994.94303560257
9984.103827679239,9982.020655792614,9994.31091505289
9987.057948048227,9988.008585617179,9996.207276701927
9985.296588239493,9984.016233063769,9994.94303560257
9984.114093928976,9982.020655792614,9994.31091505289
9987.159892023774,9988.008585617179,9996.207276701927
9985.171632050304,9984.016233063769,9994.94303560257
9987.244865283312,9988.008585617179,9996.207276701927
9988.217524196487,9990.005956763052,9996.839397251606
9985.170998891874,9984.016233063769,9994.94303560257
9984.20467426812,9982.020655792614,9994.31091505289
9987.048553896544,9988.008585617179,9996.207276701927
9989.229024711763,9992.004323332454,9997.471517801285
9986.214456317946,9986.012209655484,9995.575156152248
9990.081122693373,9994.002493826643,9998.103638350964
9985.138981005904,9984.016233063769,9994.94303560257
9982.177114690181,9978.030103561818,9993.046673953533
9985.865054503782,9986.012209655484,9995.575156152248
9986.322410470806,9986.012209655484,9995.575156152248
9985.128278525022,9984.016233063769,9994.94303560257
9986.170245417685,9986.012209655484,9995.575156152248
9985.310674025037,9984.016233063769,9994.94303560257
9986.119071919064,9986.012209655484,9995.575156152248
9985.223807966919,9984.016233063769,9994.94303560257
9987.170935132774,9988.008585617179,9996.207276701927
9985.212854216414,9984.016233063769,9994.94303560257
9986.213622883137,9986.012209655484,9995.575156152248
9986.202021146077,9986.012209655484,9995.575156152248
9985.050818909338,9984.016233063769,9994.94303560257
9985.182545952222,9984.016233063769,9994.94303560257
9987.211893748492,9988.008585617179,9996.207276701927
9987.277323395014,9988.008585617179,9996.207276701927
9987.10847269041,9988.008585617179,9996.207276701927
9986.090336321213,9986.012209655484,9995.575156152248
9987.229916659533,9988.008585617179,9996.207276701927
9986.110684623156,9986.012209655484,9995.575156152248
9986.097125401226,9986.012209655484,9995.575156152248
9987.08617795282,9988.008585617179,9996.207276701927
9986.175803562452,9986.012209655484,9995.575156152248
9984.162470076983,9982.020655792614,9994.31091505289
9990.232562751626,9994.002493826643,9998.103638350964
9987.055605562113,9988.008585617179,9996.207276701927
9985.018254818424,9984.016233063769,9994.94303560257
9984.07844994095,9982.020655792614,9994.31091505289
9986.1956201953,9986.012209655484,9995.575156152248
9985.176723886048,9984.016233063769,9994.94303560257
9988.151203968562,9990.005956763052,9996.839397251606
9987.1665907483,9988.008585617179,9996.207276701927
9988.184057020993,9990.005956763052,9996.839397251606
9988.035557758296,9990.005956763052,9996.839397251606
9987.02130890428,9988.008585617179,9996.207276701927
9985.17274009803,9984.016233063769,9994.94303560257
9985.215186629095,9984.016233063769,9994.94303560257
9987.17319034005,9988.008585617179,9996.207276701927
9990.149830823648,9994.002493826643,9998.103638350964
9986.19506866805,9986.012209655484,9995.575156152248
9988.2510580729,9990.005956763052,9996.839397251606
9987.197986339159,9987.010111111436,9996.121492058039
9986.185845162996,9986.012209655484,9995.575156152248
