lhs_model,lhs_null,lhs_saturated
9984.215479355335,9982.020655792614,9994.31091505289
9984.274158379587,9982.020655792614,9994.31091505289
9988.222310219833,9990.005956763052,9996.839397251606
9985.233951224014,9984.016233063769,9994.94303560257
9986.239794257068,9986.012209655484,9995.575156152248
9989.286547945812,9992.004323332454,9997.471517801285
9988.243203887076,9990.005956763052,9996.839397251606
9987.254414315481,9988.008585617179,9996.207276701927
9984.246358029486,9982.020655792614,9994.31091505289
9985.209612412378,9984.016233063769,9994.94303560257
9987.219229229842,9988.008585617179,9996.207276701927
9986.282222112175,9986.012209655484,9995.575156152248
9984.26363219705,9982.020655792614,9994.31091505289
9983.217055839865,9980.024882324506,9993.678794503212
9987.200836832519,9988.008585617179,9996.207276701927
9985.230554876849,9984.016233063769,9994.94303560257
9988.260417241254,9990.005956763052,9996.839397251606
9988.233115056995,9990.005956763052,9996.839397251606
9986.282245809125,9986.012209655484,9995.575156152248
9985.206384294666,9984.016233063769,9994.94303560257
9984.293723442592,9982.020655792614,9994.31091505289
9982.241774904716,9978.030103561818,9993.046673953533
9986.223492798628,9986.012209655484,9995.575156152248
9986.232971607242,9986.012209655484,9995.575156152248
9983.29398148838,9980.024882324506,9993.678794503212
9988.215355644235,9990.005956763052,9996.839397251606
9987.225751778227,9988.008585617179,9996.207276701927
9986.267972916481,9986.012209655484,9995.575156152248
9986.249974449864,9986.012209655484,9995.575156152248
9984.284649423673,9982.020655792614,9994.31091505289
9988.24035396456,9990.005956763052,9996.839397251606
9987.172355737071,9988.008585617179,9996.207276701927
9984.203120022285,9982.020655792614,9994.31091505289
9987.246374522569,9988.008585617179,9996.207276701927
9985.23021429927,9984.016233063769,9994.94303560257
9984.247383594979,9982.020655792614,9994.31091505289
9984.229789271689,9982.020655792614,9994.31091505289
9986.256896277599,9986.012209655484,9995.575156152248
9990.224172193906,9994.002493826643,9998.103638350964
9989.207454579184,9992.004323332454,9997.471517801285
9985.228492581547,9984.016233063769,9994.94303560257
9988.203960165614,9990.005956763052,9996.839397251606
9987.206530711148,9988.008585617179,9996.207276701927
9986.18605902881,9985.013835001222,9995.48937150836
9984.229362886254,9982.020655792614,9994.31091505289
9983.258600522997,9980.024882324506,9993.678794503212
9986.226688576513,9986.012209655484,9995.575156152248
9986.246106248262,9986.012209655484,9995.575156152248
9990.212181514711,9994.002493826643,9998.103638350964
9986.264342308044,9986.012209655484,9995.575156152248
9989.243323270697,9992.004323332454,9997.471517801285
9983.245394223195,9980.024882324506,9993.678794503212
9986.212254706566,9986.012209655484,9995.575156152248
9986.26841000191,9986.012209655484,9995.575156152248
9988.21524142829,9990.005956763052,9996.839397251606
9987.264684455935,9988.008585617179,9996.207276701927
9988.262108406809,9990.005956763052,9996.839397251606
9988.212477415509,9990.005956763052,9996.839397251606
9984.270635799243,9982.020655792614,9994.31091505289
9984.26805588926,9982.020655792614,9994.31091505289
9985.187956987269,9984.016233063769,9994.94303560257
9987.23647378548,9988.008585617179,9996.207276701927
9985.242660992837,9984.016233063769,9994.94303560257
9986.245401817374,9986.012209655484,9995.575156152248
9988.238436934771,9990.005956763052,9996.839397251606
9986.205756417941,9986.012209655484,9995.575156152248
9983.251937901194,9980.024882324506,9993.678794503212
9985.209727307956,9984.016233063769,9994.94303560257
9985.221802411717,9984.016233063769,9994.94303560257
9986.196349403006,9986.012209655484,9995.575156152248
